"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/Blueprint/Item/Locker/material.material","0","0","26","1","0.000000","0","0"
"/Game/Blueprint/Item/Locker/__Charcoal_.__Charcoal_","0","0","26","1","0.000000","0","0"
"/Game/UMG/GameState/Dead/MA_CandlesN.MA_CandlesN","0","0","12","1","0.000000","0","0"
"/Game/UMG/GameState/Dead/MA_CandlesY.MA_CandlesY","0","0","12","1","0.000000","0","0"
"/Game/Blueprint/Item/Firecracker/MA_ThrowTrace.MA_ThrowTrace","0","0","8","1","0.000000","0","0"
"/Game/Blueprint/Item/Firecracker/MA_ThrowTraceEND.MA_ThrowTraceEND","0","0","8","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Brush_Visualize_Wireframe.Brush_Visualize_Wireframe","0","0","18","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Props/M_Soul_Fog2_MASTER.M_Soul_Fog2_MASTER","0","0","11","1","0.000000","0","0"
"/MazeGenerator/Materials/M_Color.M_Color","0","0","28","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","37","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/material.material","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Color_K05.Color_K05","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Mirror/Color_008.Color_008","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Mirror/material.material","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Mirror/material_0.material_0","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Hourglass/Material_006.Material_006","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","35","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Color_D04.Color_D04","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Color_D08.Color_D08","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Color_A11.Color_A11","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Color_000.Color_000","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/HandMirror/MA_K.MA_K","0","0","14","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Material_Functions/UDS_Basic_LightFunction.UDS_Basic_LightFunction","0","0","45","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","35","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","7","1","0.000000","0","0"
"/MovieRenderPipeline/Blueprints/M_MoviePipelineRenderPreview.M_MoviePipelineRenderPreview","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","50","2","0.000000","0","0"
"/Game/Cigar_room/Materials/M_local_fog.M_local_fog","0","0","33","1","0.000000","0","0"
"/CommonUI/VideoPlayerMaterial.VideoPlayerMaterial","0","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","11","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","11","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","127","1","0.000000","0","0"
"/MovieRenderPipeline/Materials/MovieRenderQueue_WorldDepth.MovieRenderQueue_WorldDepth","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","62","6","0.000000","0","5"
"/MovieRenderPipeline/Materials/MovieRenderQueue_MotionVectors.MovieRenderQueue_MotionVectors","0","0","5","1","0.000000","0","0"
"/MazeGenerator/Materials/M_Path.M_Path","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","87","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","685","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","45","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Projection_Box_Mask.Projection_Box_Mask","0","0","5","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Snow_Fade_Target_Mat.Snow_Fade_Target_Mat","0","0","4","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Stuck_Snow_Decal_Mat.Stuck_Snow_Decal_Mat","0","0","41","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Rain_Spot_Decal.Rain_Spot_Decal","0","0","55","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_book_red.M_book_red","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_book_blue.M_book_blue","0","0","23","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Volumetric_Aurora.Volumetric_Aurora","0","0","85","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Overcast_Turbulence.Overcast_Turbulence","0","0","11","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Wind_Debris.Wind_Debris","0","0","38","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Fog_3.M_Fog_3","0","0","33","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Book_green.M_Book_green","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_cigar_box1.M_cigar_box1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_cigar_box1_decor.M_cigar_box1_decor","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_vase3.M_vase3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_cigar_2_001.M_cigar_2_001","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wall_lamp1.M_wall_lamp1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wall_lamp1_glass.M_wall_lamp1_glass","0","0","23","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/DLWE_Brush.DLWE_Brush","0","0","15","3","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Draw_Texture_Mat.Draw_Texture_Mat","0","0","4","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Projection_Box_Height.Projection_Box_Height","0","0","19","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_notebook_papers.M_notebook_papers","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_notebook.M_notebook","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_lighter3.M_lighter3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Glass.M_Glass","0","0","33","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_window_frame_tile_002.M_window_frame_tile_002","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_stor_001.M_stor_001","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_sofa_chester.M_sofa_chester","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_sofa1.M_sofa1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_sofa_pillow.M_sofa_pillow","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_ashtray6.M_ashtray6","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Door_panel1.M_Door_panel1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_ceil_moul.M_ceil_moul","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_ceil1.M_ceil1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_door1_tile.M_door1_tile","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_clock_glass.M_clock_glass","0","0","33","1","0.000000","0","0"
"/Game/Survival_Items_Pack/Materials/Objects/M_Glass_01.M_Glass_01","0","0","33","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_book3.M_book3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_tablo5.M_tablo5","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_arm_chair2_pillow.M_arm_chair2_pillow","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_arm_chair2_chester.M_arm_chair2_chester","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_grren_conc.M_grren_conc","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_brick.M_brick","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Floor.M_Floor","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_hanger1.M_hanger1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_tablo3.M_tablo3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_rug2.M_rug2","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_bar_shelf1_p3.M_bar_shelf1_p3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_bar_shelf_tile.M_bar_shelf_tile","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wall_clock.M_wall_clock","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_clock.M_clock","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wine_bottle1.M_wine_bottle1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_arm_chair2.M_arm_chair2","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_door1.M_door1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_globe1.M_globe1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_globe_map.M_globe_map","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_Bourbon_001.M_Bourbon_001","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_coffe_table_3.M_coffe_table_3","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_chandelier_glass.M_chandelier_glass","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_chandelier.M_chandelier","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_bar_shelf1_p2.M_bar_shelf1_p2","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_bar_shelf1_p1.M_bar_shelf1_p1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wall_panel_001.M_wall_panel_001","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_baseboard_004.M_baseboard_004","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_wall_panel_moul_002.M_wall_panel_moul_002","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_book_shelf1.M_book_shelf1","0","0","23","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_book_shelf1_mod.M_book_shelf1_mod","0","0","23","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Lightning_Light_Rays_Card.Lightning_Light_Rays_Card","0","0","8","1","0.000000","0","0"
"/Game/Textures/MA_Flashlight.MA_Flashlight","0","0","45","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Props/M_Soul_Glowstick.M_Soul_Glowstick","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Soul_Glowstick.M_Soul_Glowstick","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/SimpleFogSheet/Material/M_Fogsheet_cheap.M_Fogsheet_cheap","0","0","7","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_desk_lamp_glass.M_desk_lamp_glass","0","0","14","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_desk_lamp_fab.M_desk_lamp_fab","0","0","14","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_desk_lamp.M_desk_lamp","0","0","14","1","0.000000","0","0"
"/Game/Survival_Items_Pack/Materials/Objects/M_RGB.M_RGB","0","0","35","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_spot_light2_light.M_spot_light2_light","0","0","14","1","0.000000","0","0"
"/Game/Cigar_room/Materials/M_spot_light2.M_spot_light2","0","0","14","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Props/M_Soul_Glowstick_RK.M_Soul_Glowstick_RK","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Props/M_Soul_Statue_Cloth_WorldPositoin.M_Soul_Statue_Cloth_WorldPositoin","0","0","63","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Sky/M_Sky.M_Sky","0","0","4","1","0.000000","0","0"
"/Game/Blueprint/Actor/InteractionItem/Jade/MA_NormalJade.MA_NormalJade","0","0","14","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Leaves/Materials/M_NewMaterial.M_NewMaterial","0","0","53","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Nature/M_Soul_TreeDead.M_Soul_TreeDead","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Water/Materials/M_RippleFoam.M_RippleFoam","0","0","77","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Water/M_Soul_Waterfall_Foam02.M_Soul_Waterfall_Foam02","0","0","45","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Water/M_Soul_Waterfall_Foam_Mask.M_Soul_Waterfall_Foam_Mask","0","0","45","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Water/Materials/M_SplashFoam.M_SplashFoam","0","0","56","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Slums_Wood.M_Slums_Wood","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Trash/Materials/M_paper.M_paper","0","0","12","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Sparks/Materials/M_Smoke_MacroUV_Subtle_Near.M_Smoke_MacroUV_Subtle_Near","0","0","11","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Nature/M_Soul_Leaves.M_Soul_Leaves","0","0","88","2","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Props/M_Soul_GODRAY_MASTER2.M_Soul_GODRAY_MASTER2","0","0","11","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Nature/M_Soul_Plants.M_Soul_Plants","0","0","44","1","0.000000","0","0"
"/Game/SoulCave/Effects/Materials/Water/M_WaterDrop_SubUV.M_WaterDrop_SubUV","0","0","71","1","0.000000","0","0"
"/Game/SoulCave/Effects/Materials/Snow/M_Snow_Blowing_Lit.M_Snow_Blowing_Lit","0","0","56","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/GodRay/Materials/M_GodRay.M_GodRay","0","0","7","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Steam/Materials/M_Smoke_MacroUV_Subtle_Emissive_Near.M_Smoke_MacroUV_Subtle_Emissive_Near","0","0","11","1","0.000000","0","0"
"/Game/SoulCave/Effects/Materials/Dust/M_Dust_Mote.M_Dust_Mote","0","0","56","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Sparks/Materials/M_Spark_Core_Master.M_Spark_Core_Master","0","0","11","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Sparks/Materials/M_Single_Master.M_Single_Master","0","0","14","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Cloth/M_Slums_Cloth_Anim.M_Slums_Cloth_Anim","0","0","44","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Slums_Cloth_.M_Slums_Cloth_","0","0","44","1","0.000000","0","0"
"/Engine/MapTemplates/Sky/M_Procedural_Sky_MASTER02.M_Procedural_Sky_MASTER02","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Nature/M_Soul_Bush.M_Soul_Bush","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Soul_Statue_Face.M_Soul_Statue_Face","0","0","35","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Soul_Statue_Cloth.M_Soul_Statue_Cloth","0","0","35","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Soul_Statue_Chrome.M_Soul_Statue_Chrome","0","0","43","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Soul_Statue_Bolts.M_Soul_Statue_Bolts","0","0","35","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Nature/M_Soul_Grass04.M_Soul_Grass04","0","0","44","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Water/M_Cave_Water_JM2.M_Cave_Water_JM2","0","0","33","1","0.000000","0","0"
"/Game/SoulCave/EffectsMobile/Sparks/Materials/M_Flare_Master.M_Flare_Master","0","0","11","1","0.000000","0","0"
"/Game/Watermills/Materials/MM_JailDoor01.MM_JailDoor01","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_LV_SoulDistanceBD002_M2.M_LV_SoulDistanceBD002_M2","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","11","1","0.000000","0","0"
"/Game/Blueprint/Item/FlashLight/RayOVac_Flashlight_Glass.RayOVac_Flashlight_Glass","0","0","28","1","0.000000","0","0"
"/Game/Blueprint/Item/FlashLight/RayOVac_Flashlight_handle_Mat.RayOVac_Flashlight_handle_Mat","0","0","28","1","0.000000","0","0"
"/Game/SoulCave/Effects/Materials/Water/M_ParticleWater_MASTER.M_ParticleWater_MASTER","0","0","74","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Slums_Window2.M_Slums_Window2","0","0","46","2","0.000000","0","0"
"/Game/Blueprint/Actor/InteractionItem/Shrine/default.default","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Mirror/Metal_Corrogated_Shiny.Metal_Corrogated_Shiny","0","0","14","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/Blueprint/Item/ShopTicket/MA_ShopTick.MA_ShopTick","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/Cake/Vegetation_Blur3.Vegetation_Blur3","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Item/HandMirror/MA_M.MA_M","0","0","14","1","0.000000","0","0"
"/Game/Blueprint/Actor/InteractionItem/LightStone/MA_LightStone.MA_LightStone","0","0","14","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Glow_Mat.Space_Planet_Glow_Mat","0","0","21","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Space/Space_Planet_Mat.Space_Planet_Mat","0","0","232","8","0.000000","0","29"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","12","1","0.000000","0","0"
"/Game/Watermills/Materials/MM_Sand.MM_Sand","0","0","23","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","100","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Water/M_Water_Translucent.M_Water_Translucent","0","0","31","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Splash_Droplet_Particle_Translucent.Splash_Droplet_Particle_Translucent","0","0","38","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Material_Instances/Water_Caustics_LightFunction.Water_Caustics_LightFunction","0","0","45","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/2D_Cloud_Shadows.2D_Cloud_Shadows","0","0","90","2","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Post_Process_Wind_Fog.Post_Process_Wind_Fog","0","0","5","1","0.000000","0","15"
"/Game/UltraDynamicSky/Materials/Weather/Rain_ParticleMat.Rain_ParticleMat","0","0","52","1","0.000000","0","104"
"/Game/UltraDynamicSky/Materials/Global_Volumetric_Fog.Global_Volumetric_Fog","0","0","96","2","0.000000","0","288"
"/Game/UltraDynamicSky/Materials/Weather/Splash_Droplet_Particle.Splash_Droplet_Particle","0","0","41","1","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Weather/Snow_ParticleMat.Snow_ParticleMat","0","0","52","1","0.000000","0","104"
"/Game/UltraDynamicSky/Materials/Weather/Dust_ParticleMat.Dust_ParticleMat","0","0","16","2","0.000000","0","32"
"/Game/UltraDynamicSky/Materials/Weather/Fog_ParticleMat.Fog_ParticleMat","0","0","48","1","0.000000","0","96"
"/Game/UltraDynamicSky/Materials/VolumetricCloud_LightRay.VolumetricCloud_LightRay","0","0","20","1","0.000000","0","20"
"/Game/MCO_Mocap_Basics/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","116","2","0.000000","0","0"
"/Game/UltraDynamicSky/Materials/Lens_Flare.Lens_Flare","0","0","10","2","0.000000","0","10"
"/Game/SoulCave/Environment/Materials/Building/M_Cave_Chain.M_Cave_Chain","0","0","46","1","0.000000","0","0"
"/Game/Blueprint/Actor/InteractionItem/Mirror/M_Dissolve.M_Dissolve","0","0","58","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Foliage/M_Cave_LeafPiles.M_Cave_LeafPiles","0","0","88","2","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Rocks/M_Cave_Ground_MASTER.M_Cave_Ground_MASTER","0","0","23","1","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Foliage/M_Cave_Grass.M_Cave_Grass","0","0","88","2","0.000000","0","0"
"/Game/SoulCave/Environment/Materials/Building/M_Trashcan.M_Trashcan","0","0","23","1","0.000000","0","0"
